Sep-Oct-Nov 1961,Sep-Oct-Nov 1962,Sep-Oct-Nov 1963,Sep-Oct-Nov 1964,Sep-Oct-Nov 1965,Sep-Oct-Nov 1966,Sep-Oct-Nov 1967,Sep-Oct-Nov 1968,Sep-Oct-Nov 1969,Sep-Oct-Nov 1970,Sep-Oct-Nov 1971,Sep-Oct-Nov 1972,Sep-Oct-Nov 1973,Sep-Oct-Nov 1974,Sep-Oct-Nov 1975,Sep-Oct-Nov 1976,Sep-Oct-Nov 1977,Sep-Oct-Nov 1978,Sep-Oct-Nov 1979,Sep-Oct-Nov 1980,Sep-Oct-Nov 1981,Sep-Oct-Nov 1982,Sep-Oct-Nov 1983,Sep-Oct-Nov 1984,Sep-Oct-Nov 1985,Sep-Oct-Nov 1986,Sep-Oct-Nov 1987,Sep-Oct-Nov 1988,Sep-Oct-Nov 1989,Sep-Oct-Nov 1990,Sep-Oct-Nov 1991,Sep-Oct-Nov 1992,Sep-Oct-Nov 1993,Sep-Oct-Nov 1994,Sep-Oct-Nov 1995,Sep-Oct-Nov 1996,Sep-Oct-Nov 1997,Sep-Oct-Nov 1998,Sep-Oct-Nov 1999,Sep-Oct-Nov 2000,Sep-Oct-Nov 2001,Sep-Oct-Nov 2002,Sep-Oct-Nov 2003,Sep-Oct-Nov 2004,Sep-Oct-Nov 2005,Sep-Oct-Nov 2006,Sep-Oct-Nov 2007,Sep-Oct-Nov 2008,Sep-Oct-Nov 2009,Sep-Oct-Nov 2010,Sep-Oct-Nov 2011,Sep-Oct-Nov 2012,Sep-Oct-Nov 2013,Sep-Oct-Nov 2014,Sep-Oct-Nov 2015,Sep-Oct-Nov 2016,Sep-Oct-Nov 2017,Sep-Oct-Nov 2018,Sep-Oct-Nov 2019
0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524
0.86,0.003,-0.193,0.921,0.23,0.726,-0.594,-0.411,0.025,-0.493,-1.162,0.368,-0.417,0.027,0.003,-0.216,0.72,-0.914,-0.675,0.809,-0.387,0.846,1.166,0.276,1.013,0.262,1.026,-0.136,0.567,0.537,0.115,-0.345,-0.392,0.008,0.546,1.316,1.227,1.582,1.586,1.205,1.736,0.051,0.604,0.384,1.917,2.45,1.346,1.974,2.051,0.126,0.186,1.362,1.076,1.758,1.279,2.469,1.598,0.526,2.076
0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666
1.196,-0.896,1.556,-0.504,1.564,1.201,1.244,1.208,-1.234,-0.142,-0.757,0.689,-0.639,-0.548,-1.542,-2.796,-0.888,-0.228,-1.264,1.254,-0.896,0.82,-0.424,0.908,1.117,-0.718,0.371,-1.46,0.528,1.1,-0.024,-0.534,0.176,2.205,-0.342,1.897,1.568,1.946,1.001,-0.474,0.463,0.017,1.228,1.809,2.531,2.526,0.259,0.772,-1.29,0.817,2.602,1.022,0.889,1.428,2.925,0.882,1.215,1.984,2.151
1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
-0.278,0.085,1.203,-0.096,-0.663,-0.384,-0.694,0.114,1.153,-0.074,0.145,-0.104,-0.222,0.27,0.39,-0.767,-0.039,0.273,-0.674,-0.39,-0.024,0.302,0.69,-0.265,-0.715,0.438,-0.183,0.172,0.731,0.681,0.736,1.135,0.168,-0.221,0.44,0.167,-1.37,0.513,0.242,0.238,0.803,-0.576,0.55,0.705,1.378,-0.375,0.745,1.615,1.888,0.902,0.752,0.666,0.544,1.567,0.991,0.952,2.227,1.133,1.455
0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524
0.86,0.003,-0.193,0.921,0.23,0.726,-0.594,-0.411,0.025,-0.493,-1.162,0.368,-0.417,0.027,0.003,-0.216,0.72,-0.914,-0.675,0.809,-0.387,0.846,1.166,0.276,1.013,0.262,1.026,-0.136,0.567,0.537,0.115,-0.345,-0.392,0.008,0.546,1.316,1.227,1.582,1.586,1.205,1.736,0.051,0.604,0.384,1.917,2.45,1.346,1.974,2.051,0.126,0.186,1.362,1.076,1.758,1.279,2.469,1.598,0.526,2.076
0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666
1.196,-0.896,1.556,-0.504,1.564,1.201,1.244,1.208,-1.234,-0.142,-0.757,0.689,-0.639,-0.548,-1.542,-2.796,-0.888,-0.228,-1.264,1.254,-0.896,0.82,-0.424,0.908,1.117,-0.718,0.371,-1.46,0.528,1.1,-0.024,-0.534,0.176,2.205,-0.342,1.897,1.568,1.946,1.001,-0.474,0.463,0.017,1.228,1.809,2.531,2.526,0.259,0.772,-1.29,0.817,2.602,1.022,0.889,1.428,2.925,0.882,1.215,1.984,2.151
1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
0.243,0.295,0.518,0.03,-0.281,-0.517,-0.489,-0.29,-0.241,-0.185,-0.297,-0.792,0.286,-0.193,0.991,-0.295,0.509,0.182,-0.822,-0.385,-0.134,-0.465,0.864,-0.522,-0.666,-0.216,0.2,0.386,0.232,0.585,0.344,-0.191,0.234,0.079,0.413,0.43,-0.6,1.531,1.174,0.649,0.838,0.244,0.99,0.768,1.681,0.781,1.039,1.087,1.252,1.222,0.461,0.549,0.638,0.612,0.646,1.512,1.576,0.579,1.742
0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471
0.016,-0.072,-0.22,0.19,0.641,0.004,-0.187,-0.735,0.47,-0.14,-0.246,-0.404,-0.538,-0.333,0.816,-0.052,0.821,-0.094,0.794,-0.025,-1.145,1.163,0.493,-0.186,0.468,-0.737,0.258,0.522,0.886,1.034,0.211,-0.648,-0.248,-0.336,0.949,0.377,0.206,1.772,0.666,-0.088,1.328,0.029,0.735,0.396,1.003,2.399,0.748,1.506,1.712,0.725,1.21,0.591,1.239,1.1,1.197,0.668,0.755,0.177,1.294
0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545
0.604,-1.15,0.461,0.361,0.415,-0.298,-1.919,0.799,-0.934,-0.271,0.881,-0.067,0.578,0.566,0.184,-1.812,0.303,0.633,-0.703,2.38,-1.588,0.242,1.008,0.742,-0.359,-0.431,0.097,0.993,0.03,2.19,0.318,-0.371,-0.071,2.435,1.16,-0.004,0.519,1.73,1.145,-0.695,1.72,0.407,0.753,1.42,1.883,2.031,1.438,1.184,-0.682,1.822,2.209,-0.028,1.243,1.278,1.547,0.493,1.008,1.211,1.704
0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
0.358,0.305,0.765,0.894,-0.778,-1.836,-0.801,-0.358,0.462,0.521,-0.03,-0.476,0.682,-0.559,0.749,-0.848,0.402,0.302,0.137,-0.41,-0.481,-0.33,1.154,-0.017,0.299,-0.106,-0.653,-0.348,0.197,-0.097,0.271,0.164,0.127,-0.788,0.151,0.502,-0.821,0.096,0.14,-0.246,-0.231,-0.052,0.935,-0.063,1.178,-0.083,0.594,0.876,1.617,1.051,0.355,-0.023,0.494,1.839,-0.488,0.381,2.047,0.737,1.048
0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617
0.438,-0.006,-0.502,1.185,-0.068,0.007,-0.822,-0.88,-0.954,0.5,-0.806,0.563,0.323,0.665,1.269,0.018,0.753,-0.411,-0.683,0.468,0.53,0.697,1.494,-0.034,1.177,0.17,1.268,0.526,-0.094,0.071,-0.541,-0.967,-0.279,-0.259,0.999,0.683,0.464,1.349,1.068,1.649,0.793,0.678,0.494,-0.251,0.96,1.674,0.945,1.768,0.748,0.358,0.145,0.158,0.324,0.814,1.047,2.409,1.755,-0.406,1.561
0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674
1.079,-0.487,1.191,-0.599,1.302,0.901,0.926,0.163,-1.283,-0.058,-0.646,0.706,-0.585,0.327,-0.441,-1.965,-0.763,-0.32,-1.153,0.799,-0.449,1.187,-0.822,0.491,0.196,0.061,1.089,-0.502,-0.518,1.482,-0.126,-0.7,1.223,1.319,-0.575,1.248,1.355,1.531,0.606,0.591,-0.14,0.195,1.356,1.27,1.75,1.818,-0.05,0.747,0.446,0.087,1.86,0.445,0.131,1.451,2.493,1.139,0.983,0.976,1.266
0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906
,,,,,,,,,,,0.27,0.41,0.54,-0.07,-0.26,-0.61,-0.39,0.11,,,,1.08,,,-0.37,0.72,0.72,0.73,0.67,0.15,-0.17,0.41,-0.01,0.34,0.8,,1.14,0.47,0.62,0.59,0.09,0.19,0.39,0.11,-0.19,-0.09,0.94,0.01,,0.51,0.61,1.09,0.91,1.01,1.11,0.71,-0.94,0.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.16,0.74,-0.23,-0.35,-0.42,0.06,-0.26,0.02,0.28,,,1.24,,,,0.62,0.23,0.59,1.03,0.47,0.19,0.07,,0.71,1.14,,0.68,0.49,0.23,0.0,0.3,0.1,0.3,0.82,0.32,0.12,1.07,0.22,,0.42,1.22,1.44,0.77,1.57,0.67,0.42,,0.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.402,-0.238,-0.348,-0.728,-0.298,0.362,-0.158,1.092,-0.088,,,0.422,,,,0.242,0.022,0.562,0.922,-0.078,0.032,0.302,,0.442,0.402,,0.032,-0.278,0.142,0.042,0.542,-0.058,0.542,0.062,0.762,0.652,-0.338,0.462,,0.162,1.662,0.532,0.912,1.712,0.812,0.662,0.662,0.912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.242,0.002,-0.348,-0.018,0.132,-0.248,-0.278,-0.778,-0.108,-0.388,0.172,-0.338,0.042,0.142,0.042,-0.308,-1.068,-0.698,-0.418,-0.058,0.242,-0.868,0.602,0.202,0.112,-0.628,0.172,0.682,0.432,0.112,0.012,-0.398,0.522,-0.608,0.172,0.892,-0.008,1.052,1.862,1.012,0.012,0.112,-0.188,-0.188,0.212,0.312,0.912,0.802,0.312,1.392,0.512,0.312,0.722,0.962,0.862,0.512,0.512,0.162,0.362
0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451
0.037,-0.383,-0.223,-0.313,0.197,-0.193,-0.013,-0.583,0.347,0.017,-0.243,-0.313,0.517,-0.653,-0.613,-0.163,-0.083,-0.103,-0.313,-0.223,0.237,-0.353,0.577,0.177,-0.103,-0.633,0.327,0.367,0.077,0.657,0.217,-0.613,-0.133,0.177,0.497,0.847,0.237,1.137,1.787,0.227,0.127,0.727,-0.273,0.227,0.027,0.027,0.127,0.057,0.027,0.627,0.527,0.887,1.017,0.677,1.127,0.977,0.027,0.727,0.527
0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382
0.163,-0.307,0.493,-0.227,-0.447,-0.067,-0.047,0.953,0.633,-0.737,-1.207,0.233,-0.947,-0.557,-0.727,-0.357,0.253,-0.147,0.623,-0.297,-0.527,0.143,0.243,0.573,-0.027,0.033,0.333,0.043,0.303,0.523,-0.297,-0.317,0.223,0.763,0.243,0.643,0.543,1.203,0.833,-0.027,0.253,0.903,-0.347,0.253,0.653,0.253,0.053,0.443,0.653,1.133,0.853,0.853,1.153,0.653,1.253,0.703,0.653,0.553,0.553
0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535
-0.057,0.292,0.181,-0.211,0.082,-0.11,-0.164,-0.101,0.348,-0.365,-0.323,0.297,-0.366,-0.686,-0.394,0.465,0.089,-0.13,0.021,0.438,-0.065,0.518,0.595,-0.559,0.052,0.168,0.609,-0.087,0.15,0.604,0.542,0.257,0.171,0.454,0.753,0.14,0.912,0.69,-0.13,-0.202,0.297,0.851,0.656,0.47,0.74,0.854,0.584,0.64,1.759,0.481,0.602,1.033,0.708,0.733,1.678,0.594,1.278,1.364,1.531
0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321
-0.024,0.013,0.379,-0.21,0.248,0.074,-0.154,-0.134,-0.235,-0.022,-0.379,0.438,0.04,-0.358,-0.431,0.152,0.232,0.102,0.309,0.18,0.166,-0.109,0.179,-0.165,0.015,-0.259,0.534,0.075,0.012,0.273,0.21,0.362,0.29,0.198,0.324,0.279,1.221,0.784,-0.1,0.352,0.944,0.756,0.592,0.855,0.531,1.009,0.236,0.626,1.474,0.662,0.685,1.023,1.114,0.759,1.919,1.092,1.293,1.329,0.877
0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
-0.485,-0.081,-0.06,-0.157,-0.157,-0.219,-0.169,0.182,0.328,-0.18,-0.345,0.325,-0.229,-0.105,-0.437,0.35,0.299,0.32,0.371,0.179,0.429,0.204,0.426,-0.205,-0.235,0.049,0.749,-0.16,0.571,0.395,0.264,0.153,0.078,0.17,0.283,0.214,0.769,0.274,0.255,0.238,0.692,0.556,0.4,0.617,0.534,0.538,0.757,0.143,1.117,0.11,0.33,0.954,0.488,0.658,1.29,-0.637,1.249,1.535,1.455
0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274
0.022,0.391,-0.792,-0.492,-0.17,0.391,-0.149,-0.51,-0.088,0.109,-0.825,0.475,0.136,-0.625,-0.402,-0.202,0.798,0.385,0.67,0.103,-0.468,0.65,-0.262,-0.862,,0.288,0.328,0.548,0.208,0.538,0.188,0.158,-0.222,0.768,0.898,-0.352,0.408,0.758,0.848,0.748,0.058,1.088,0.288,0.848,0.448,0.398,0.698,1.118,0.918,0.518,0.918,0.718,1.018,1.068,1.268,0.518,1.618,1.718,1.918
0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414
0.481,-0.019,-0.335,-0.649,-0.249,-0.01,0.033,-0.484,0.586,-0.192,-0.882,0.418,0.041,-0.198,-0.559,-0.259,0.841,0.786,0.221,0.21,0.458,0.541,0.241,0.282,,0.111,0.371,0.741,-0.389,0.091,0.561,0.161,0.321,0.801,0.781,0.331,0.371,0.391,0.231,0.931,0.141,1.001,0.331,1.141,0.481,0.541,0.541,0.961,0.861,0.861,1.161,0.961,1.061,1.661,2.111,1.061,2.061,1.261,2.361
0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429
0.571,0.126,-0.032,-0.213,-0.26,-0.058,-0.1,-0.711,0.353,0.103,-0.573,0.31,-0.935,-0.04,,-0.069,0.631,-0.634,0.465,0.128,0.075,1.053,0.053,-0.025,-0.605,0.215,0.115,-0.125,-0.305,,0.365,0.335,0.375,0.645,0.015,-0.315,0.885,0.025,-0.595,0.475,1.315,1.035,0.695,0.595,0.405,0.745,0.645,1.165,1.065,0.765,1.265,0.965,1.295,1.365,1.565,1.415,1.915,1.815,2.465
0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452
-0.218,-0.089,0.521,-0.492,-0.124,-0.209,-0.469,-0.212,0.079,-0.018,-0.177,0.234,0.321,-0.202,-0.156,0.286,0.538,0.159,0.447,0.507,-0.298,-0.398,-0.106,-0.336,-0.171,0.457,0.084,0.009,-0.649,-0.599,-0.701,-0.436,-0.041,0.283,0.452,0.315,1.467,0.657,0.349,0.257,0.472,0.5,0.911,0.855,0.998,0.595,0.535,0.988,0.693,1.029,0.33,0.523,0.603,0.218,0.832,1.397,1.28,1.232,1.576
0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283
-0.242,0.107,0.163,-0.549,-0.068,0.014,-0.064,-0.225,-0.021,0.129,-0.119,0.011,0.361,-0.015,-0.189,-0.11,0.349,0.211,0.489,0.11,-0.289,-0.979,0.004,-0.045,-0.344,-0.22,-0.055,-0.372,-0.147,-0.205,-0.868,-0.334,0.126,-0.124,0.179,-0.277,,0.602,0.17,-0.039,-0.117,0.315,0.76,0.349,0.319,0.672,0.397,0.611,0.169,0.868,0.082,0.569,0.584,0.724,1.145,1.418,1.014,1.015,0.74
0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
-0.177,0.124,-0.132,-0.162,-0.105,0.084,-0.076,0.024,-0.01,-0.023,-0.265,0.105,0.049,-0.125,-0.303,-0.233,0.336,0.039,0.357,0.131,-0.569,-0.389,-0.264,-0.216,-0.645,-0.345,0.275,-0.094,0.361,0.343,-0.179,-0.822,0.357,-0.341,0.222,-0.263,,0.423,0.637,0.746,0.033,0.554,0.948,1.095,0.684,0.164,0.169,1.084,0.906,0.509,0.742,0.957,0.506,0.744,1.318,1.489,0.906,1.468,1.709
0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187
0.283,0.139,-0.267,0.238,-0.863,-0.36,-0.334,-0.094,-0.41,0.35,0.105,-0.382,0.656,0.013,0.45,-0.061,0.034,0.131,0.52,0.641,0.432,-0.649,0.451,-0.074,0.02,0.587,-0.253,0.764,0.548,0.708,-0.111,1.613,0.727,-0.616,0.658,-0.103,0.334,0.217,0.617,1.067,-0.553,0.393,1.267,-0.043,1.127,0.177,0.577,0.987,-0.143,2.057,1.741,0.595,0.967,,,2.387,0.487,0.767,0.077
0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,,,0.396,0.396,0.396,0.396
0.049,-0.325,-0.185,0.185,-0.213,0.143,-0.542,-0.193,0.001,0.554,0.096,-0.305,0.163,-0.165,-0.168,0.396,0.156,0.075,0.397,0.491,0.236,0.043,0.3,-0.065,0.295,0.547,-0.158,0.551,0.495,0.804,0.03,1.007,-0.436,-0.119,0.386,0.33,0.918,1.094,0.444,0.333,-0.033,-0.216,-0.016,0.344,1.774,0.154,1.254,1.444,-0.436,0.994,1.054,0.724,0.794,,,1.104,0.664,-0.066,-0.326
