Sep-Oct-Nov 1961,Sep-Oct-Nov 1962,Sep-Oct-Nov 1963,Sep-Oct-Nov 1964,Sep-Oct-Nov 1965,Sep-Oct-Nov 1966,Sep-Oct-Nov 1967,Sep-Oct-Nov 1968,Sep-Oct-Nov 1969,Sep-Oct-Nov 1970,Sep-Oct-Nov 1971,Sep-Oct-Nov 1972,Sep-Oct-Nov 1973,Sep-Oct-Nov 1974,Sep-Oct-Nov 1975,Sep-Oct-Nov 1976,Sep-Oct-Nov 1977,Sep-Oct-Nov 1978,Sep-Oct-Nov 1979,Sep-Oct-Nov 1980,Sep-Oct-Nov 1981,Sep-Oct-Nov 1982,Sep-Oct-Nov 1983,Sep-Oct-Nov 1984,Sep-Oct-Nov 1985,Sep-Oct-Nov 1986,Sep-Oct-Nov 1987,Sep-Oct-Nov 1988,Sep-Oct-Nov 1989,Sep-Oct-Nov 1990,Sep-Oct-Nov 1991,Sep-Oct-Nov 1992,Sep-Oct-Nov 1993,Sep-Oct-Nov 1994,Sep-Oct-Nov 1995,Sep-Oct-Nov 1996,Sep-Oct-Nov 1997,Sep-Oct-Nov 1998,Sep-Oct-Nov 1999,Sep-Oct-Nov 2000,Sep-Oct-Nov 2001,Sep-Oct-Nov 2002,Sep-Oct-Nov 2003,Sep-Oct-Nov 2004,Sep-Oct-Nov 2005,Sep-Oct-Nov 2006,Sep-Oct-Nov 2007,Sep-Oct-Nov 2008,Sep-Oct-Nov 2009,Sep-Oct-Nov 2010,Sep-Oct-Nov 2011,Sep-Oct-Nov 2012,Sep-Oct-Nov 2013,Sep-Oct-Nov 2014,Sep-Oct-Nov 2015,Sep-Oct-Nov 2016,Sep-Oct-Nov 2017,Sep-Oct-Nov 2018,Sep-Oct-Nov 2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.162,-3.098,1.561,0.411,-1.911,0.045,0.431,2.258,-1.192,0.682,0.623,0.854,1.349,2.178,2.987,0.657,-0.301,2.182,0.24,1.923,1.545,0.53,1.396,1.943,1.84,1.511,3.123,0.895
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.206,-0.817,-0.903,2.159,1.267,-1.47,-0.023,0.741,2.887,1.994,-3.211,-1.657,0.919,1.374,2.832,0.818,2.248,-1.382,-1.421,1.293,0.48,1.519,0.22,-0.744,-1.285,0.182,1.614,1.884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,-5.67,-0.056,-1.96,2.843,0.266,-5.641,0.197,3.389,-0.057,-0.717,1.891,-0.477,1.666,2.394,-0.391,1.588,2.248,0.901,2.737,2.573,3.263,0.9,3.077,-0.851,2.006,1.319,2.833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.596,0.909,0.935,-0.877,0.356,-0.158,-0.803,-0.679,0.946,-0.147,0.615,0.534,0.171,-0.415,0.01,-0.913,0.175,-0.615,0.754,-0.745,0.765,0.344,-0.234,0.133,0.369,1.766,0.797,0.681,0.176,0.078,0.28,-0.136,0.446,2.396,0.6,0.614,-0.338,1.505,0.894,0.634,0.883,1.135,0.427,0.886,0.788,1.367,1.303,1.376,0.376,2.565,1.375,1.618,0.698,0.994,3.493,1.343,2.134,2.264,1.7
0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862
-0.307,0.613,1.002,-0.046,-2.11,0.369,-0.405,-0.658,-0.093,-1.331,-1.249,0.728,0.805,1.521,-0.776,0.26,-1.865,0.674,0.322,-0.064,1.071,-0.211,-1.412,-0.069,-1.744,-0.037,-1.306,-0.893,-0.96,0.87,0.912,0.787,2.044,2.935,-0.099,-0.671,0.266,1.204,0.971,-0.662,0.67,1.608,1.031,1.781,-0.195,0.084,1.703,0.359,2.389,2.382,0.063,1.925,-0.945,0.047,2.276,1.842,0.735,1.842,2.265
1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062,1.062
-0.721,3.02,0.891,-0.101,-0.675,2.895,-1.128,0.339,-0.356,0.814,-0.525,-0.857,-2.9,0.03,-0.292,0.633,0.016,-2.396,1.64,0.82,-1.852,-3.019,0.968,-0.829,1.284,-2.586,-0.823,-2.526,0.181,1.698,0.386,-0.704,-1.306,-0.938,-2.106,0.771,0.347,2.473,0.326,0.171,-0.627,1.086,0.334,0.18,-1.059,-1.46,0.646,1.033,0.09,2.965,-2.575,1.637,2.279,-0.399,1.185,0.511,0.864,0.624,1.974
1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295,1.295
1.248,1.356,2.738,0.262,0.778,-0.326,0.356,-0.387,-0.527,1.032,0.093,0.319,-1.027,-0.045,1.231,1.203,0.709,-0.702,-0.833,-1.171,-1.914,1.516,1.856,0.873,1.113,0.673,-0.761,-0.013,-0.245,0.143,0.732,1.918,1.873,1.453,1.646,0.784,0.65,0.846,0.365,-0.207,-0.124,0.405,0.804,-1.121,1.315,-0.167,2.564,-0.393,0.577,2.094,0.851,-0.755,0.518,1.982,1.826,1.421,1.954,1.411,1.079
0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
-0.597,1.021,1.2,-0.707,-1.54,0.475,0.12,-0.22,-0.3,-0.35,-0.411,0.995,0.334,0.724,-0.633,-1.037,0.889,-1.098,0.241,0.658,-2.161,0.502,-0.01,0.599,1.725,-0.039,-0.502,-0.914,-0.829,0.14,0.125,0.689,0.601,-0.864,0.01,0.58,0.521,0.562,0.511,0.717,1.067,1.045,0.749,0.233,0.698,0.849,-0.775,1.075,0.772,0.769,1.306,0.685,0.012,-0.172,2.693,0.54,-0.563,0.648,1.526
0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849
0.125,0.13,0.44,-0.381,-0.636,0.32,0.537,-0.601,0.716,0.604,-0.65,0.042,-0.288,-0.004,-0.47,-0.974,0.68,0.989,0.235,0.153,1.294,-0.319,0.112,-0.286,1.453,-0.683,0.75,-0.489,-0.332,1.363,0.758,0.519,0.556,1.042,0.615,-0.111,-0.327,0.972,2.509,-0.68,0.603,-0.163,0.913,2.37,0.648,0.109,-0.665,1.191,-0.304,0.932,0.432,0.688,0.478,-0.424,1.155,1.236,-0.181,1.232,1.628
0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744
-0.158,-0.187,0.526,-0.448,-0.321,-0.24,-0.489,0.179,0.067,-0.283,-0.211,0.284,0.413,0.052,-0.233,0.177,0.255,0.304,0.679,0.444,-0.052,0.627,0.457,0.518,0.028,0.393,0.963,0.633,0.35,0.41,0.427,0.064,0.386,0.622,0.826,0.154,1.098,1.09,,0.642,0.486,0.849,0.981,0.995,1.224,0.943,1.053,1.096,1.349,1.153,0.936,1.136,0.778,0.965,2.249,1.489,1.793,1.12,1.459
0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304
0.033,0.026,-0.013,-0.587,-0.002,-0.006,-0.233,0.052,-0.308,0.224,-0.099,0.393,0.3,0.131,0.039,-0.457,0.363,0.293,0.462,0.329,0.342,0.1,0.482,0.409,0.437,0.045,0.832,1.097,0.178,0.485,0.046,0.558,0.603,0.075,0.979,0.261,1.164,0.917,0.328,,0.64,0.974,1.412,0.881,1.116,1.044,0.761,1.051,1.635,0.963,0.645,0.782,0.968,0.94,1.575,1.49,1.552,1.38,0.985
0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287
-0.013,-0.116,0.118,-0.457,0.018,0.032,0.119,-0.277,-0.5,0.106,-0.315,0.283,0.222,-0.207,-0.065,-0.504,0.275,-0.031,0.66,0.044,0.354,0.128,0.322,0.452,0.357,-0.104,1.089,0.496,0.818,0.603,0.165,-0.376,0.461,0.557,1.103,0.823,0.87,1.166,,0.671,0.765,1.563,0.755,0.722,1.203,1.189,0.799,1.598,1.202,0.915,1.163,1.061,0.577,0.894,1.641,1.449,1.06,,1.324
0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,,0.27
-1.922,0.297,0.782,-2.419,0.826,-0.39,0.194,-0.126,2.01,-0.562,-0.402,2.65,0.044,-0.052,-0.067,0.141,-0.208,-0.752,-0.303,-0.668,0.037,0.645,-0.119,0.508,-1.158,0.647,0.37,0.527,1.905,0.682,0.371,-0.95,1.994,1.402,2.715,2.701,0.77,2.82,3.028,1.087,3.797,2.314,2.059,-0.111,1.774,2.257,0.664,1.826,2.26,1.749,1.49,0.85,2.062,2.571,2.121,1.424,1.28,1.378,1.917
1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102
-1.002,0.783,0.371,0.339,0.458,1.991,-0.568,-2.167,0.609,-1.302,-1.969,-0.128,0.309,0.514,-0.777,0.447,-1.485,-0.78,1.181,0.476,1.418,2.575,-1.478,1.176,-1.331,-0.34,0.791,-0.392,-0.442,1.827,1.928,2.697,2.27,0.969,-0.4,-0.779,0.658,1.239,2.599,1.165,1.576,-0.05,3.454,1.584,1.551,0.579,1.288,1.242,0.993,2.195,0.037,2.752,0.678,0.321,3.123,3.684,-0.387,2.133,2.298
1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201,1.201
1.521,2.437,0.245,-0.493,-0.583,1.194,-0.243,-0.235,1.036,-0.81,-1.125,-0.887,-1.56,-1.802,-0.687,-1.125,-0.14,-2.384,-0.99,1.303,-2.044,-1.552,0.867,0.342,0.71,-1.276,0.121,0.156,0.155,1.989,-0.583,0.593,2.05,0.158,-1.238,-0.394,0.79,-1.074,1.276,1.335,1.515,0.395,1.376,0.227,0.856,-1.111,0.84,1.503,-0.429,2.543,0.432,2.405,1.453,1.371,0.341,1.821,-0.485,1.533,2.142
1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164
3.282,-0.234,0.549,0.298,-1.349,1.122,-0.058,-0.688,0.886,0.87,-1.37,-3.17,0.965,-0.154,2.345,-1.71,-1.386,-0.496,0.037,0.996,0.553,2.369,0.551,-1.33,1.539,0.055,2.967,-0.044,0.056,-1.043,2.017,0.532,-0.683,0.515,-1.672,-3.014,1.584,-0.404,2.444,0.795,-2.455,-1.078,0.193,0.746,1.301,2.915,-1.234,-0.931,1.785,-0.854,2.559,0.789,0.569,0.854,-0.431,2.762,-1.376,2.291,1.022
1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402
1.467,0.44,-0.153,-1.678,0.187,2.816,2.391,1.51,1.511,-0.322,0.417,-1.84,-1.115,-4.698,-0.718,1.376,1.754,-0.127,1.015,-0.745,-0.095,0.353,0.765,1.079,0.664,1.361,1.425,2.202,1.015,1.976,-0.772,-1.418,-0.173,-0.097,3.349,0.15,-0.034,0.333,0.995,1.5,3.951,0.535,-2.189,2.495,1.837,3.337,0.095,1.235,0.269,-0.376,0.517,0.97,2.089,2.764,0.457,-0.063,1.996,2.556,2.76
1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503
0.136,-1.383,3.021,1.229,-0.784,-2.005,0.876,0.622,0.554,1.682,-0.667,-0.084,-0.402,0.0,-0.719,0.322,0.327,-0.076,-0.843,-1.051,-0.252,1.855,-0.485,1.963,-2.823,1.215,0.85,-1.579,-0.777,0.002,-0.295,1.9,-1.707,3.855,-0.576,0.755,0.965,-2.221,-1.293,1.537,-0.71,2.712,2.072,0.387,-0.315,2.595,-0.865,0.863,2.896,1.152,1.967,2.261,0.531,3.933,3.439,1.051,0.368,2.304,1.549
1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221,1.221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673,-2.584,1.785,0.333,-2.143,0.003,0.268,2.202,-1.543,0.253,0.545,0.743,0.959,2.185,2.665,0.675,-0.224,1.973,-0.181,1.661,1.281,-0.031,1.065,1.831,1.779,1.412,3.036,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.961,-0.467,-1.036,2.005,1.328,-1.336,-0.183,0.434,2.944,2.119,-2.378,-1.944,1.296,1.16,2.739,0.639,2.008,-1.472,-1.871,0.702,0.312,1.623,0.475,-1.011,-1.335,0.494,1.831,2.504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.218,-5.816,-0.024,-2.284,2.893,0.235,-5.799,-0.481,3.419,0.034,-0.021,1.901,-0.287,1.042,2.548,-0.761,1.408,2.179,1.777,2.025,2.756,3.219,0.796,2.886,-0.575,2.006,1.02,3.211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,-1.705,-0.347,0.908,1.051,2.093,3.747,-0.913,-1.33,1.388,-0.805,2.245,0.178,0.434,1.67,-0.571,3.861,-0.412,1.938,0.843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299,4.076,0.102,-2.367,1.489,3.18,3.679,-0.015,0.133,-0.059,-0.275,1.053,0.254,2.196,3.262,-0.245,-0.327,2.304,2.401,2.194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.208,-0.252,2.777,2.469,0.212,0.45,3.148,-0.02,0.994,3.653,1.116,1.752,1.378,0.459,2.843,3.699,0.571,0.993,1.995,0.982
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013,-0.084,-0.546,-0.644,-0.152,0.555,0.242,-0.397,-0.165,0.269,-0.475,0.108,0.201,-0.747,-0.645,-0.022,0.437,0.864,0.943,0.157,0.225,0.194,-0.038,0.083,0.203,-0.003,0.866,0.139,0.081,0.164,0.644,0.239,-0.209,0.379,0.654,0.222,0.877,0.505,0.427,0.39,0.778,0.588,0.557,0.939,0.528,0.511,0.812,1.342,1.147,0.853,1.111,0.884,1.074,0.651,1.135,0.656,1.52,1.52,1.88
0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436
0.486,-0.232,-0.14,-0.579,-0.607,-0.602,0.191,-0.366,0.987,-0.103,-0.47,0.162,0.237,-0.495,-0.707,0.018,0.875,0.913,1.017,0.314,0.092,-0.218,0.111,-0.099,-0.532,-0.016,0.538,0.653,0.078,0.165,,0.442,0.156,0.394,0.827,-0.486,0.247,-0.39,-0.302,0.224,0.298,0.684,0.793,0.436,0.279,0.28,0.485,1.183,1.148,1.301,1.004,1.306,0.521,0.834,1.79,0.901,1.864,0.605,2.329
0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508
0.437,0.186,-0.372,-0.372,-0.226,-0.417,-0.021,-0.505,0.656,0.236,-0.536,-0.283,0.189,-0.041,-0.227,0.399,0.456,0.194,0.298,0.4,0.132,0.007,0.319,-0.149,-0.301,-0.108,0.173,-0.187,0.063,-0.191,,0.454,0.154,0.264,0.255,0.771,0.774,0.462,0.244,0.36,0.48,0.734,0.919,0.52,0.522,0.961,0.866,0.918,0.735,0.865,1.38,0.787,1.54,0.941,0.95,0.868,0.794,1.276,1.993
0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356
0.154,-0.02,-0.134,-0.943,-0.346,0.71,-0.14,-0.063,0.016,0.558,-0.253,0.265,0.518,-1.231,-0.559,0.175,0.587,0.935,0.386,0.787,0.06,-0.545,0.333,0.574,0.526,0.195,1.051,0.474,0.088,-0.081,0.078,-0.341,0.244,0.208,0.959,0.355,0.855,0.473,-0.597,0.675,0.604,0.394,1.226,0.704,0.893,0.54,1.427,1.573,1.911,1.757,1.421,2.042,1.718,1.019,1.156,1.72,1.894,2.391,1.965
0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619
0.725,-0.125,0.242,-0.29,-0.949,-0.48,0.287,0.219,0.96,-0.04,-0.843,0.085,0.079,-0.54,-1.195,-0.383,0.895,0.394,0.524,0.021,-0.695,-0.295,-0.459,0.152,-0.435,0.313,-0.076,0.293,0.027,0.137,-0.651,0.208,0.175,-0.289,1.583,-0.483,-0.011,0.744,-0.167,0.406,0.289,0.39,0.78,0.846,1.057,0.961,0.29,0.969,1.468,2.138,0.987,1.116,-0.5,0.735,1.965,0.304,1.937,0.172,2.476
0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556
-0.866,-0.154,-1.177,-0.281,0.336,-0.127,-0.366,-0.623,0.445,0.091,-0.428,-0.783,0.271,-0.088,-0.123,1.006,-0.006,-0.472,0.015,0.758,0.481,-0.279,0.641,-0.403,-0.926,-0.455,0.87,-0.835,0.037,0.664,-0.52,0.445,-0.487,0.793,1.275,1.344,0.711,0.598,-0.215,-0.028,1.868,0.302,1.606,0.794,2.234,0.723,1.32,1.829,0.67,1.749,0.929,0.948,1.645,1.144,1.968,2.434,0.38,0.481,2.383
0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672
-0.268,-0.068,0.259,-0.196,-0.112,0.164,-0.137,0.122,0.251,-0.088,-0.02,0.153,-0.152,-0.318,-0.197,0.233,0.633,0.083,0.068,0.427,0.081,0.375,0.163,-0.128,-0.056,0.196,0.577,0.251,0.178,0.336,0.417,0.401,0.076,0.392,0.359,0.705,0.674,0.789,0.5,0.569,0.48,0.615,0.598,0.261,0.847,0.365,0.495,0.596,1.22,0.483,1.003,0.899,0.857,0.942,1.356,1.092,0.976,0.931,1.34
0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226
-0.333,0.061,-0.063,-0.24,0.052,-0.117,-0.205,-0.097,0.118,-0.011,-0.149,0.331,0.234,0.068,0.059,-0.091,0.131,0.227,0.349,0.28,0.23,0.139,0.366,0.142,0.065,0.277,0.713,0.542,0.233,0.536,0.097,0.026,0.047,0.321,0.55,0.284,0.729,0.89,0.193,0.497,0.437,0.847,0.381,0.562,0.709,0.7,0.593,0.743,0.773,1.017,0.779,0.664,0.789,0.943,1.439,1.302,1.304,1.209,1.036
0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189
