Dec-Jan-Feb 1962,Dec-Jan-Feb 1963,Dec-Jan-Feb 1964,Dec-Jan-Feb 1965,Dec-Jan-Feb 1966,Dec-Jan-Feb 1967,Dec-Jan-Feb 1968,Dec-Jan-Feb 1969,Dec-Jan-Feb 1970,Dec-Jan-Feb 1971,Dec-Jan-Feb 1972,Dec-Jan-Feb 1973,Dec-Jan-Feb 1974,Dec-Jan-Feb 1975,Dec-Jan-Feb 1976,Dec-Jan-Feb 1977,Dec-Jan-Feb 1978,Dec-Jan-Feb 1979,Dec-Jan-Feb 1980,Dec-Jan-Feb 1981,Dec-Jan-Feb 1982,Dec-Jan-Feb 1983,Dec-Jan-Feb 1984,Dec-Jan-Feb 1985,Dec-Jan-Feb 1986,Dec-Jan-Feb 1987,Dec-Jan-Feb 1988,Dec-Jan-Feb 1989,Dec-Jan-Feb 1990,Dec-Jan-Feb 1991,Dec-Jan-Feb 1992,Dec-Jan-Feb 1993,Dec-Jan-Feb 1994,Dec-Jan-Feb 1995,Dec-Jan-Feb 1996,Dec-Jan-Feb 1997,Dec-Jan-Feb 1998,Dec-Jan-Feb 1999,Dec-Jan-Feb 2000,Dec-Jan-Feb 2001,Dec-Jan-Feb 2002,Dec-Jan-Feb 2003,Dec-Jan-Feb 2004,Dec-Jan-Feb 2005,Dec-Jan-Feb 2006,Dec-Jan-Feb 2007,Dec-Jan-Feb 2008,Dec-Jan-Feb 2009,Dec-Jan-Feb 2010,Dec-Jan-Feb 2011,Dec-Jan-Feb 2012,Dec-Jan-Feb 2013,Dec-Jan-Feb 2014,Dec-Jan-Feb 2015,Dec-Jan-Feb 2016,Dec-Jan-Feb 2017,Dec-Jan-Feb 2018,Dec-Jan-Feb 2019
-0.477,0.572,0.093,-0.412,0.175,0.713,0.32,0.318,0.092,-0.543,-0.212,1.583,-0.958,-0.4,-0.846,0.185,0.277,0.105,0.368,0.292,0.385,0.301,0.137,0.034,-0.558,1.042,0.332,-0.956,0.915,0.223,-0.506,0.91,0.363,1.035,-0.958,0.063,0.873,-0.14,-0.088,0.368,0.162,0.676,0.819,0.933,-0.224,0.521,-0.37,0.79,1.101,0.266,0.111,0.256,-0.049,0.303,2.605,1.698,0.491,1.581
0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
-0.656,0.196,0.225,0.555,-0.995,0.281,-0.199,1.042,0.815,-0.253,0.144,0.225,-0.11,-0.961,0.678,0.21,0.066,0.719,-0.148,-0.655,0.762,-0.271,0.613,-0.518,-0.53,-0.953,1.098,-0.866,0.893,1.589,0.225,0.598,0.487,-0.333,1.386,1.033,0.704,0.987,0.681,0.22,2.045,1.411,0.69,1.864,2.142,0.005,0.932,1.313,1.97,1.268,-0.109,0.626,0.847,0.808,-0.385,1.944,0.836,0.785
0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
-0.608,0.515,-0.179,-1.171,0.467,-0.003,0.608,-0.54,1.477,-0.558,-0.571,-0.955,0.2,0.222,-0.418,-0.51,-0.344,0.06,0.851,-0.579,0.962,0.618,-0.994,-0.42,0.463,1.284,1.57,0.379,-0.596,-0.581,0.625,-0.13,0.96,1.451,0.327,0.608,1.661,1.307,1.279,-0.198,1.709,2.135,1.525,0.525,1.378,2.227,0.524,-0.073,0.758,1.2,1.74,1.182,-0.115,1.769,2.403,0.865,1.566,1.693
0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655
-1.117,0.91,-0.336,-1.846,1.012,0.29,1.138,-1.112,2.712,-1.408,-1.177,-2.405,0.765,0.995,-0.666,-1.04,-1.048,0.029,1.494,-1.458,1.62,0.9,-2.55,-0.756,0.637,2.187,2.647,0.478,-1.37,-1.581,0.788,-0.489,1.402,1.839,-0.176,0.699,2.469,2.042,2.219,-0.75,2.762,3.515,2.447,0.228,2.34,3.599,0.39,-0.942,0.784,1.777,2.847,1.187,-1.483,2.635,3.17,0.469,2.019,2.582
1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326,1.326
0.085,0.046,-0.81,-0.071,0.402,-0.715,-0.195,-0.124,0.031,0.836,0.482,0.355,-0.652,-0.439,-0.412,-0.372,1.157,0.366,0.255,0.303,1.044,-0.134,0.475,0.859,0.29,0.099,0.638,0.141,-0.933,0.345,0.411,0.806,0.826,1.235,0.71,0.625,-0.331,0.488,-0.186,0.072,0.379,0.325,-0.183,0.193,0.746,0.237,0.994,0.881,0.314,0.074,-0.073,1.429,0.744,1.017,1.849,1.92,0.886,0.668
0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513
-0.034,-0.424,-0.236,0.06,-0.119,-0.778,0.277,-0.28,-0.596,0.065,0.626,0.931,-0.796,0.058,-0.87,0.719,0.628,1.083,0.289,0.069,0.455,0.343,1.272,0.089,0.455,1.542,1.032,0.497,0.407,0.689,0.563,0.563,0.978,1.208,0.997,-0.012,1.457,1.512,0.228,0.45,1.509,1.468,0.939,0.982,0.779,1.699,0.703,0.367,1.555,-1.241,0.886,1.132,1.829,0.835,2.475,2.237,1.324,1.592
0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
-0.14,0.15,0.079,-0.586,-0.124,-0.222,0.131,0.036,0.332,0.186,-0.059,0.452,-0.296,-0.544,-0.137,0.046,0.217,0.039,0.227,0.268,0.225,0.412,0.505,-0.23,0.294,0.439,0.508,0.3,0.3,0.388,0.475,0.13,0.486,1.052,0.825,0.512,1.038,0.596,0.446,0.375,0.717,0.852,0.738,0.897,0.396,0.976,0.605,0.77,0.779,0.736,0.753,1.143,1.285,0.908,1.612,1.147,1.153,0.831
0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
-0.129,0.57,0.156,-0.533,-0.239,-0.534,-1.151,1.104,0.294,-0.137,0.023,-0.218,-0.135,-1.18,-1.089,0.023,0.793,1.161,0.855,0.521,0.323,-0.45,0.144,-0.926,-0.13,0.097,0.818,1.116,0.875,1.162,0.242,0.578,0.194,0.246,0.157,1.163,0.487,1.893,1.193,1.045,0.472,-0.489,0.836,0.635,0.435,0.559,0.893,0.971,0.786,0.891,-0.173,-0.391,0.694,0.623,1.609,1.94,1.261,0.658
0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.765,-1.893,0.131,-0.676,2.076,-1.135,2.361,3.435,2.422,-0.202,-4.934,1.81,0.688,1.952,1.654,-0.716,0.914,0.704,1.943,-2.066,-4.102,2.289,0.855,4.538,1.553,0.561,-0.228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.328,1.142,0.628,0.197,-0.887,-1.726,-2.419,1.73,-0.43,0.12,0.526,0.431,0.514,-1.877,-1.345,-0.62,1.329,1.644,1.853,0.528,-0.092,0.009,0.489,-1.414,-0.665,0.831,1.331,1.883,2.066,1.841,0.62,1.157,0.287,1.106,0.796,1.377,0.942,2.163,1.377,0.99,-0.506,-0.246,0.931,1.423,-0.836,1.331,2.041,1.594,0.149,0.625,0.158,-0.924,1.198,0.028,1.756,3.011,1.646,-0.002
1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
-0.504,-0.17,-0.276,-1.624,-0.129,-0.107,-0.046,0.28,1.051,-0.36,0.362,-0.639,-0.735,-1.122,-0.681,0.238,0.692,1.03,0.531,0.734,0.699,-0.665,-0.275,-0.77,0.531,-0.526,0.669,1.143,0.377,0.344,0.281,0.529,0.535,-0.267,0.047,0.474,0.095,1.608,0.741,0.783,1.688,0.551,0.506,0.565,0.861,-0.128,0.253,1.201,1.12,0.378,0.038,0.62,0.099,0.304,0.67,1.909,1.016,0.943
0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705
0.209,-0.319,0.115,-0.657,0.653,0.564,-0.374,0.607,-0.149,0.287,-0.201,0.643,-0.615,0.109,-1.02,0.092,0.394,0.2,0.118,0.339,-0.442,-0.165,-0.413,0.159,0.19,0.401,-0.12,-0.221,-0.18,0.139,0.067,-0.059,0.162,0.738,-0.122,0.062,1.313,0.745,-0.494,0.889,0.511,1.306,0.279,0.384,0.353,0.87,0.856,0.191,0.867,0.579,0.476,1.244,0.087,0.796,1.672,1.374,0.828,1.652
0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465
0.599,1.077,-0.355,-0.64,0.376,0.783,-0.333,1.225,1.428,-0.864,-1.533,-2.064,-0.424,-0.754,-1.115,1.264,-0.025,1.063,-0.473,0.367,1.553,-1.563,0.428,-0.974,-0.066,-1.128,0.648,0.429,-0.376,1.647,-0.603,-1.36,1.234,-1.478,-0.293,1.981,0.517,2.371,1.089,0.496,1.78,-0.56,0.779,-1.185,1.895,-1.791,0.315,-0.229,1.979,1.785,-0.331,1.19,-0.571,2.356,-0.076,0.024,1.701,1.785
0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
0.263,-0.923,-1.502,-0.315,1.05,-0.225,-0.343,-0.895,-0.428,-0.602,2.071,0.153,-0.322,0.449,0.19,-0.611,-0.704,-0.968,1.753,1.604,0.757,0.933,0.676,-2.827,0.181,-0.725,0.805,1.196,1.463,0.586,0.22,1.412,-0.087,-0.233,0.633,-0.299,-1.044,0.405,2.404,-0.517,-0.644,-2.8,3.161,-0.311,1.156,3.484,2.737,2.003,-1.287,-1.109,2.987,-1.279,4.202,2.307,3.869,0.769,3.194,1.069
0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973
0.425,-0.69,-1.552,-0.326,1.306,-0.312,-0.089,-1.001,-0.092,-0.661,2.201,-0.114,-0.166,0.197,0.184,-0.558,-0.991,-0.893,1.878,2.046,1.213,0.922,0.776,-3.525,0.25,-0.73,0.8,1.337,1.573,0.602,0.169,1.409,-0.316,-0.771,0.993,-0.184,-1.557,0.475,2.883,-1.154,-0.462,-3.418,3.596,-0.722,1.388,3.563,3.007,2.213,-1.569,-0.77,3.069,-1.457,4.648,2.498,3.877,0.438,3.648,0.844
1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055
-1.839,-1.909,-0.327,0.335,-2.791,0.278,-2.844,0.871,-1.927,1.164,2.26,4.23,-2.026,2.569,1.494,-1.56,1.295,-4.804,0.189,-0.658,-4.588,1.297,0.026,2.41,-2.962,-1.847,0.059,-0.001,-0.415,2.522,2.607,2.771,0.034,2.866,-2.713,-1.364,1.224,0.944,-0.297,2.303,-0.966,-1.989,1.847,2.748,0.965,5.296,3.575,2.28,-0.871,-4.446,3.586,-2.087,3.631,1.748,4.268,3.544,1.858,2.191
2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186,2.186
0.542,-1.816,-0.652,-0.488,0.947,-0.242,-1.05,-0.438,-1.555,-1.274,0.046,-0.257,-0.71,0.176,-0.654,0.28,0.339,1.33,1.106,-1.281,1.077,0.557,0.2,0.258,1.29,-0.618,1.397,-0.384,1.727,-0.898,-1.222,0.173,1.23,0.964,1.501,0.605,1.064,-1.222,0.539,2.002,-2.169,1.424,0.535,0.85,-0.274,0.837,-0.321,0.362,1.154,0.237,1.183,0.318,0.54,1.066,2.255,0.645,0.554,1.155
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883
-0.377,-3.306,-3.206,-0.829,1.466,0.877,-1.144,-1.83,-3.95,-1.158,1.462,0.234,-0.613,2.95,-0.604,-1.403,1.131,0.371,2.2,-0.918,-1.342,1.077,0.095,0.473,2.065,0.909,1.303,1.883,1.618,-0.846,-0.507,0.716,2.043,2.426,-1.056,-1.574,1.458,0.282,0.894,2.714,-1.398,1.35,1.033,0.291,-0.777,2.32,0.406,-0.066,-0.065,-3.013,2.754,1.115,2.119,1.618,4.975,1.405,1.163,2.712
1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828
0.467,-0.137,0.197,-1.063,0.378,-0.785,-0.33,-0.576,-0.195,0.094,-0.305,1.601,-0.002,-0.187,-0.187,0.685,0.647,-0.42,1.309,0.717,0.558,0.893,0.222,0.196,0.113,0.066,0.273,0.036,0.357,1.23,-0.008,-0.343,-0.376,0.959,-0.181,0.184,1.045,0.339,-0.647,0.184,-0.304,1.094,1.117,0.595,1.115,0.405,0.337,0.283,1.016,-0.21,-0.148,1.332,0.93,1.066,1.184,0.957,1.346,1.977
0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668
0.491,-0.137,0.219,-1.106,0.405,-0.82,-0.35,-0.618,-0.222,0.106,-0.321,1.715,-0.011,-0.185,-0.186,0.732,0.68,-0.448,1.384,0.754,0.584,0.925,0.23,0.197,0.1,0.057,0.24,0.036,0.368,1.277,-0.03,-0.395,-0.445,0.982,-0.233,0.174,1.037,0.341,-0.707,0.145,-0.378,1.083,1.123,0.593,1.147,0.362,0.324,0.272,1.058,-0.246,-0.171,1.366,0.957,1.074,1.217,0.96,1.352,2.029
0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708,0.708
0.118,-0.135,-0.12,-0.43,-0.008,-0.279,-0.036,0.028,0.199,-0.083,-0.065,-0.064,0.127,-0.213,-0.206,0.005,0.173,-0.017,0.225,0.182,0.178,0.431,0.104,0.19,0.295,0.189,0.766,0.037,0.206,0.563,0.314,0.415,0.66,0.617,0.583,0.321,1.176,0.301,0.226,0.797,0.844,1.275,1.038,0.609,0.642,1.045,0.54,0.456,0.401,0.31,0.18,0.835,0.531,0.956,0.698,0.897,1.255,1.23
0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173
-0.077,-0.038,0.051,-0.383,-0.129,-0.071,-0.106,0.087,0.113,-0.121,-0.191,-0.018,-0.031,-0.151,-0.562,-0.159,0.21,0.072,0.068,0.418,0.16,-0.031,0.154,0.269,0.301,0.007,0.468,-0.159,0.132,0.362,-0.087,-0.276,-0.063,0.229,0.461,0.342,0.387,0.24,0.308,0.188,0.232,0.166,0.679,0.721,0.267,0.453,0.463,0.472,0.186,0.135,0.445,0.822,1.07,0.878,1.014,0.895,0.692,0.942
0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206
-0.066,-0.326,-0.019,-0.672,0.05,-0.291,-0.57,0.44,0.397,-0.328,-0.071,0.641,0.058,-0.234,-0.309,0.084,0.144,0.163,-0.01,0.298,0.37,0.267,0.525,-0.124,0.587,0.577,0.418,-0.109,-0.177,0.268,0.405,0.412,0.78,0.613,0.394,0.523,0.89,0.88,0.545,0.651,0.624,0.974,0.773,1.202,0.894,0.747,0.515,0.814,1.068,0.696,0.665,0.896,0.902,0.881,1.137,1.249,0.999,1.306
0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335
-0.742,-2.54,-1.752,-0.192,0.142,0.345,-1.687,-0.668,-2.706,-0.331,1.417,1.314,-1.117,2.126,0.103,-0.743,0.622,-1.19,1.33,-0.717,-1.544,1.221,0.066,0.71,0.429,-0.55,0.801,0.454,0.986,0.291,0.025,1.001,1.326,1.949,-1.182,-1.078,1.123,-0.449,0.554,2.441,-1.992,-0.579,1.18,1.417,0.058,2.98,1.176,1.124,0.033,-2.642,2.679,-0.487,2.131,1.554,3.974,1.511,1.593,1.862
1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311
-0.64,0.125,0.028,-0.408,-0.29,0.111,-0.235,0.392,0.638,-0.303,-0.426,0.358,-0.221,-0.568,-0.187,0.47,0.117,0.437,-0.018,0.063,0.724,-0.07,0.254,-0.063,0.081,-0.41,0.969,0.026,0.331,1.16,-0.164,0.315,0.745,-0.03,0.637,0.635,0.679,0.924,0.517,0.324,1.349,0.885,0.77,1.059,1.6,0.016,0.71,1.202,1.283,0.928,0.168,0.853,0.641,0.911,0.604,1.698,1.086,1.193
0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365
-0.713,0.698,0.527,0.05,-0.377,-0.529,-0.259,0.67,0.491,-0.374,-0.005,0.635,0.234,-1.283,-0.267,0.134,0.197,0.647,0.187,0.03,0.569,0.169,0.513,-0.883,-0.099,-0.407,1.088,0.299,1.005,1.543,-0.034,0.78,-0.047,0.082,0.498,1.25,0.516,1.435,1.432,0.8,0.515,-0.926,0.875,1.083,1.137,0.67,0.263,1.069,0.902,1.069,-0.623,-0.783,1.215,0.863,1.615,1.734,1.164,0.461
0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526
-0.114,-0.19,-0.171,-0.324,0.018,-0.264,-0.021,-0.072,0.435,-0.009,0.082,0.315,-0.298,-0.209,-0.335,0.264,0.164,0.198,0.25,0.21,0.425,0.417,0.422,0.105,0.201,0.439,0.881,0.083,0.264,0.776,0.292,0.285,0.856,0.735,0.818,0.385,1.126,0.781,0.671,0.498,1.159,1.089,1.101,1.161,0.786,1.135,0.812,0.771,1.013,0.359,0.563,1.027,1.042,1.104,1.363,1.353,1.109,1.037
0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234
-0.811,0.088,0.064,-0.402,-0.357,-0.058,-0.109,0.35,0.665,-0.346,-0.355,0.354,-0.207,-0.701,-0.176,0.504,0.148,0.418,0.052,0.031,0.621,0.008,0.24,-0.096,0.106,-0.48,0.908,0.082,0.248,1.134,-0.167,0.412,0.656,-0.134,0.635,0.59,0.441,0.911,0.555,0.437,1.304,0.764,0.7,1.094,1.445,0.116,0.656,1.329,1.334,0.797,0.084,0.671,0.624,0.667,0.616,1.711,1.041,0.971
