Dec-Jan-Feb 1962,Dec-Jan-Feb 1963,Dec-Jan-Feb 1964,Dec-Jan-Feb 1965,Dec-Jan-Feb 1966,Dec-Jan-Feb 1967,Dec-Jan-Feb 1968,Dec-Jan-Feb 1969,Dec-Jan-Feb 1970,Dec-Jan-Feb 1971,Dec-Jan-Feb 1972,Dec-Jan-Feb 1973,Dec-Jan-Feb 1974,Dec-Jan-Feb 1975,Dec-Jan-Feb 1976,Dec-Jan-Feb 1977,Dec-Jan-Feb 1978,Dec-Jan-Feb 1979,Dec-Jan-Feb 1980,Dec-Jan-Feb 1981,Dec-Jan-Feb 1982,Dec-Jan-Feb 1983,Dec-Jan-Feb 1984,Dec-Jan-Feb 1985,Dec-Jan-Feb 1986,Dec-Jan-Feb 1987,Dec-Jan-Feb 1988,Dec-Jan-Feb 1989,Dec-Jan-Feb 1990,Dec-Jan-Feb 1991,Dec-Jan-Feb 1992,Dec-Jan-Feb 1993,Dec-Jan-Feb 1994,Dec-Jan-Feb 1995,Dec-Jan-Feb 1996,Dec-Jan-Feb 1997,Dec-Jan-Feb 1998,Dec-Jan-Feb 1999,Dec-Jan-Feb 2000,Dec-Jan-Feb 2001,Dec-Jan-Feb 2002,Dec-Jan-Feb 2003,Dec-Jan-Feb 2004,Dec-Jan-Feb 2005,Dec-Jan-Feb 2006,Dec-Jan-Feb 2007,Dec-Jan-Feb 2008,Dec-Jan-Feb 2009,Dec-Jan-Feb 2010,Dec-Jan-Feb 2011,Dec-Jan-Feb 2012,Dec-Jan-Feb 2013,Dec-Jan-Feb 2014,Dec-Jan-Feb 2015,Dec-Jan-Feb 2016,Dec-Jan-Feb 2017,Dec-Jan-Feb 2018,Dec-Jan-Feb 2019
0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381
0.409,-0.025,0.307,-0.934,0.497,-0.008,-0.402,-0.207,0.623,-0.166,0.044,0.942,-0.277,-0.307,-0.852,0.51,0.681,0.19,0.389,0.765,0.726,0.913,0.754,0.175,0.564,0.679,1.003,0.607,1.103,0.614,0.988,0.487,0.991,1.174,1.473,0.885,2.233,1.384,0.413,0.388,1.589,1.776,0.856,0.13,0.75,1.605,0.282,1.032,1.466,1.45,0.617,1.679,1.523,1.437,1.836,1.043,2.235,1.379
0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
-0.287,0.571,0.772,-0.409,-0.082,-0.264,-0.368,-0.075,0.218,-0.343,0.004,0.232,-0.193,-0.148,-0.752,0.954,0.217,0.597,0.425,0.652,0.457,0.631,0.418,0.358,0.049,0.814,0.468,0.114,0.451,0.594,0.999,0.142,1.213,1.025,1.078,1.206,1.428,-0.381,0.599,0.406,1.147,1.923,1.6,-0.091,1.181,1.886,0.598,0.61,2.233,1.414,1.077,1.312,1.516,1.411,1.793,1.987,0.833,1.115
0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
-0.06,-0.292,0.352,-0.288,0.566,-0.305,-0.428,0.095,0.296,-0.476,-0.28,0.839,-0.538,-0.564,-0.678,0.414,0.411,0.485,0.585,-0.135,-0.072,1.298,-0.4,-0.147,0.171,0.867,0.8,-0.394,0.597,0.454,0.973,0.181,0.403,0.8,-0.303,0.155,1.651,0.179,0.237,0.229,0.839,1.131,1.221,1.196,0.624,1.369,0.577,0.617,1.478,0.168,0.51,1.064,0.846,0.463,2.023,0.808,0.54,1.506
0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457
0.181,-0.8,0.279,-0.187,0.384,-0.526,-0.165,0.583,0.24,-0.814,-0.101,0.549,-0.643,-0.441,-0.62,-0.002,0.645,0.404,0.379,0.133,0.24,1.295,-0.58,-0.278,-0.184,0.901,0.781,-0.394,0.385,0.518,0.767,0.324,0.219,0.876,-0.054,-0.089,1.96,0.044,-0.052,0.365,0.867,1.184,0.715,1.05,0.851,1.415,0.199,0.431,1.02,0.852,-0.111,0.275,0.283,0.92,1.407,0.614,0.845,1.476
0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413,0.413
0.7,1.803,-1.152,0.403,0.12,-1.208,-0.835,-0.986,1.304,2.154,-0.153,0.101,-1.15,-0.938,-0.827,-0.126,-0.652,-0.015,-0.318,-1.873,1.322,-2.64,-0.674,2.404,0.432,0.392,0.219,-2.207,0.06,-0.22,-1.195,-0.207,1.809,-0.018,0.775,1.688,0.285,0.819,-0.224,0.942,-1.148,2.069,0.388,0.732,1.029,-0.103,-0.629,1.609,3.064,1.184,-1.023,1.464,1.885,0.214,0.17,0.174,0.875,-0.323
0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916
-0.896,1.141,-1.215,0.146,-0.112,-0.905,-0.455,2.022,0.461,-0.171,-0.675,1.541,-0.371,-0.453,-1.855,1.473,0.715,1.689,-1.127,-1.185,-1.917,-2.397,-0.109,-0.876,1.047,0.884,-0.373,-2.078,-1.23,0.114,-3.303,-1.872,-0.514,-0.041,0.477,-2.175,0.258,1.084,-1.259,-0.484,1.192,-1.435,0.408,0.794,1.186,0.307,-1.233,0.688,3.281,1.592,-0.037,1.18,1.169,0.216,1.522,-0.877,3.316,-0.213
1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253
-0.286,0.108,0.127,-0.682,0.44,-0.171,0.061,0.615,0.188,0.171,0.42,0.611,0.332,0.3,-1.057,0.274,-0.044,0.055,0.957,-0.653,0.773,0.871,0.055,-0.317,-0.544,-0.369,0.961,0.814,0.976,0.751,0.486,0.275,0.322,0.795,-0.326,0.487,1.553,0.865,0.076,0.277,0.809,0.541,0.862,0.362,0.804,1.165,0.483,0.979,0.56,1.221,0.651,1.338,-0.258,0.815,1.168,0.464,0.373,0.611
0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599
-0.118,-0.086,0.19,0.45,0.758,-0.334,-1.192,0.678,-0.78,-0.063,-0.289,0.708,-0.682,0.119,-1.218,0.831,0.419,0.671,0.316,0.083,0.84,1.072,0.42,0.238,0.678,0.512,0.785,-0.476,0.699,0.316,0.085,0.217,0.582,0.637,0.26,1.097,1.197,0.534,-0.034,1.09,1.158,1.466,1.143,0.982,0.16,0.423,0.644,0.61,1.413,0.812,1.253,0.853,1.361,0.792,0.58,1.015,0.488,1.061
0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628
-0.13,-0.231,0.528,-0.291,0.003,-0.02,-0.298,-0.126,0.15,-0.221,-0.081,0.615,-0.379,-0.038,-0.363,-0.111,0.231,0.545,0.487,-0.345,0.033,0.613,0.025,-0.171,0.016,0.513,0.395,-0.239,,0.122,,-0.089,,1.145,0.876,0.47,0.993,0.58,0.356,0.387,0.769,0.731,0.678,1.069,0.651,0.817,0.158,0.488,1.161,0.678,0.43,0.949,0.92,0.749,1.485,1.6,0.435,1.126
0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,,0.321,,0.321,,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321
0.263,-0.232,0.21,-0.551,-0.056,0.06,-0.101,0.405,0.383,-0.322,-0.017,0.947,-0.246,-0.183,-0.441,0.135,0.459,0.578,0.574,0.453,0.159,0.999,0.227,-0.032,-0.235,0.25,0.434,-0.019,0.25,0.759,0.721,0.076,0.17,1.139,1.429,0.778,1.779,0.257,0.551,0.83,0.592,0.975,0.502,1.327,0.558,0.842,1.047,0.338,1.263,0.184,0.111,0.893,1.173,0.84,2.245,1.212,0.607,1.622
0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.399
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689,-0.486,,-1.427,0.138,-1.143,0.795,0.742,-0.01,-0.744,1.016,1.041,-0.33,2.486,-1.047,0.639,1.494,2.506,0.901,2.054,1.911,1.8,0.805,,2.768,-0.259,2.592
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.227,-0.403,,0.345,-1.513,-0.516,4.209,0.929,0.01,1.72,1.5,0.294,2.889,1.735,0.131,0.758,2.543,2.383,2.471,3.019,2.368,0.667,2.186,1.832,0.733,3.424,1.887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.407,4.998,3.276,2.749,-0.373,2.631,5.199,2.107,3.727,4.829,3.598,-1.24,-0.308,5.321,1.256,5.066,5.65,3.366,-5.546,1.814,2.05,0.253,-0.347,4.843,-2.391,3.249,4.203,1.325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.324,4.771,-4.886,6.669,-3.41,4.579,3.519,0.956,5.306,1.23,6.493,0.911,2.649,0.979,-1.395,-2.095,7.594,2.413,-1.037,-3.223,-2.194,3.863,6.572,6.248,6.814,3.906,-0.638,6.487
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.222,-0.651,0.036,-0.232,1.216,0.101,0.684,1.862,1.099,-0.027,-0.281,1.037,0.323,-0.476,-1.143,0.978,-0.502,-0.277,-0.473,1.354,0.459,1.571,-0.154,0.973,0.162,0.708,1.089,-0.179,-0.036,0.847,1.254,0.692,-0.488,0.542,0.106,0.167,0.612,0.334,-1.459,-0.077,0.985,0.932,0.742,1.104,0.93,1.489,-0.727,0.403,0.538,0.975,2.038,-0.105,0.827,0.637,1.494,-0.136,0.237,0.705
0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766
0.771,-0.289,1.015,1.068,-0.236,-0.598,-0.323,1.706,-0.234,-0.807,-1.096,-0.288,0.164,-0.799,-0.469,0.206,0.024,1.147,0.224,-0.435,0.826,1.131,-0.27,0.487,-0.334,2.454,1.171,-1.002,-0.341,0.652,2.335,0.162,-0.29,0.852,0.018,0.808,1.177,0.363,-0.361,-0.275,-0.045,1.556,0.489,0.807,2.039,1.099,0.921,0.319,1.083,0.92,0.584,0.125,1.6,0.45,2.068,1.291,1.207,0.92
0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483,0.8,0.802,1.24,1.142,0.856,0.391,0.138,0.613,0.619,0.869,1.691,0.647,1.085,0.544,1.262,0.801,1.267,0.926,0.896,1.601,1.36,0.431,1.788,1.051,0.592,0.904
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105,0.969,1.177,1.353,0.567,1.048,0.891,0.989,0.659,1.102,1.27,0.819,1.731,1.668,1.064,0.314,1.289,1.636,0.985,0.723,1.989,1.092,1.699,1.611,1.534,1.424,1.828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.763,0.411,-0.129,-0.718,0.352,-0.453,-0.389,0.052,0.199,-0.707,0.216,0.254,-0.487,-0.098,-0.075,-0.151,-0.063,0.326,0.486,0.726,0.715,-0.951,-0.137,1.4,0.08,0.191,1.561,-1.349,0.338,1.273,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.238,0.541,-0.053,-0.184,-0.399,-0.168,-1.651,-0.26,0.711,-0.663,-0.576,1.089,0.001,0.273,-0.001,-0.109,0.12,0.814,0.658,0.162,-0.669,-0.409,0.293,-0.136,0.719,1.05,0.742,-0.438,-0.499,,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.229,-0.229,0.581,0.181,-0.219,-0.819,0.381,-1.419,-0.019,-0.919,-0.019,-0.419,0.081,-0.319,0.081,0.381,0.381,1.981,1.181,0.281,1.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.927,0.933,1.183,0.083,-2.517,-0.217,-0.417,-0.117,0.183,-1.117,-0.917,-0.317,0.283,-0.917,0.983,0.683,0.383,1.583,0.383,0.783,0.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.881,-1.032,2.393,-0.764,0.034,0.833,-0.979,1.04,0.543,0.172,1.486,2.793,2.34,-0.117,-0.947,-0.477,-1.13,-2.437,0.37,-0.564,0.164,0.301,-1.364,-0.926,-0.213,0.716,-0.032,2.599,1.997,1.903,3.065,0.359,-1.158,-0.496,2.515,1.888,1.159,1.037,1.348,2.448,2.225,0.89,0.681,0.883,3.2,1.147,0.803,2.259,0.735,1.135,1.424,2.383,2.857,0.574,0.291,2.443,0.419,0.609
1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416,1.416
-0.108,-0.652,1.717,1.501,-1.443,1.829,-1.518,-2.594,-1.885,1.962,1.527,-0.204,0.858,2.023,1.492,-0.664,-0.914,-1.171,0.614,0.336,2.015,-0.039,1.929,0.571,-0.635,0.195,-0.299,0.267,0.77,0.857,1.651,0.846,0.309,-1.494,-0.268,0.542,1.198,-0.467,0.49,-0.412,-0.23,2.591,0.994,0.198,1.861,1.372,1.732,0.83,-1.383,2.165,2.762,1.807,1.816,1.11,-0.488,2.763,0.825,1.975
1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487,1.487
-0.472,-0.452,0.198,0.002,0.318,-0.534,-0.172,0.124,0.201,-0.368,-0.437,0.707,-0.107,0.027,-0.3,0.424,0.414,-0.08,0.517,0.797,0.305,0.143,0.276,0.282,0.442,0.712,0.697,-0.015,0.275,0.284,-0.012,-0.272,0.511,0.011,0.521,0.483,1.368,0.242,0.585,0.785,0.976,1.524,0.526,1.423,0.707,0.942,0.133,0.457,0.199,0.413,0.434,1.099,1.522,1.429,1.733,1.17,1.196,1.442
0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324
-0.061,0.072,0.113,-0.424,-0.178,-0.097,0.484,0.617,0.167,-0.724,-0.448,0.718,-0.43,-0.335,-0.549,0.357,0.087,0.621,1.14,0.353,0.401,0.218,0.791,1.089,0.429,1.162,1.271,-0.412,0.425,0.626,0.785,-0.042,0.61,0.124,0.825,0.744,0.498,0.07,0.404,0.859,1.178,0.501,0.859,1.183,0.908,0.727,0.28,0.696,1.098,0.19,-0.095,0.63,1.031,1.765,1.637,0.813,1.196,1.483
0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452
1.743,-2.17,5.233,2.28,-6.955,-4.375,-7.33,-2.664,-1.737,3.348,0.017,5.215,3.389,4.112,-4.263,0.769,-0.169,-2.84,-1.705,1.869,-4.55,4.03,0.616,-8.411,-3.103,-8.75,2.658,6.088,0.39,2.832,5.016,4.506,0.288,4.198,3.093,1.792,3.848,-0.947,3.607,5.603,1.926,-4.14,0.632,5.607,3.001,2.983,5.976,2.876,-3.434,0.779,1.739,2.327,-0.171,2.739,-3.306,4.349,3.429,-0.247
3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335,3.335
2.223,-2.941,-1.175,0.404,-8.147,2.525,-0.022,-3.458,-5.518,0.068,2.253,2.564,6.68,4.832,1.207,-0.961,-3.743,-1.788,-1.776,-0.077,2.742,0.083,4.144,-8.252,-2.484,-0.601,2.15,6.78,9.73,0.038,6.017,4.926,-3.393,5.957,-1.798,3.119,-0.692,0.275,4.278,-0.288,5.606,3.804,2.14,2.889,-0.476,-3.19,6.581,1.398,-2.233,-3.804,-0.863,5.023,8.577,7.3,6.523,4.049,-0.496,4.804
3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566
1.602,-4.597,-1.664,0.346,-0.617,0.222,0.116,1.412,0.917,-0.025,-0.007,-0.204,2.863,2.95,0.737,0.408,-0.018,-2.285,-1.012,-0.058,1.702,2.199,0.935,-4.277,0.622,-3.894,3.238,1.136,1.715,0.564,-0.456,2.496,1.971,1.04,2.004,-0.766,1.737,2.253,0.362,1.876,1.609,-0.098,1.328,1.151,-0.44,3.381,2.871,-0.962,-1.688,0.825,2.133,0.654,3.226,1.493,2.733,-0.91,3.883,0.397
1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533,1.533
-0.588,-4.475,0.972,-2.743,3.737,1.183,0.191,-2.093,0.072,-0.101,1.353,-0.953,1.139,1.357,0.725,2.484,-0.022,-0.08,2.123,-1.441,0.904,-1.89,-0.933,-0.112,-4.479,-0.39,0.646,1.627,4.623,-2.026,0.798,-0.578,0.949,3.267,-1.22,2.929,2.229,-0.071,2.548,1.478,3.097,-0.856,0.752,-1.685,-0.883,3.243,2.39,-0.059,-0.464,1.74,-2.983,-1.381,2.441,-0.296,2.025,2.894,-1.668,3.057
2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403
-0.247,-0.317,-0.279,-0.413,0.341,-0.017,-0.139,0.16,0.437,-0.341,-0.386,0.538,-0.525,-0.237,-0.472,0.166,-0.008,0.354,0.542,0.359,0.312,0.768,-0.285,-0.055,0.101,0.521,0.645,-0.343,-0.067,0.654,0.295,0.112,0.165,0.695,0.616,0.092,1.31,0.361,0.25,-0.047,0.534,0.996,1.062,1.703,0.469,1.556,0.829,1.075,1.356,1.01,0.408,1.615,0.842,1.18,1.491,1.011,1.112,1.277
0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332
-0.154,-0.431,0.251,-0.439,-0.019,-0.074,-0.163,0.661,0.474,-0.516,-0.395,0.567,-0.291,-0.379,-0.47,-0.173,0.688,0.363,0.371,0.109,0.301,0.738,0.181,0.104,0.361,0.857,0.643,-0.244,0.337,0.754,0.521,0.45,0.406,0.491,0.584,-0.043,2.348,0.512,0.023,0.623,0.848,0.793,1.103,1.727,1.115,1.408,0.65,0.991,1.649,0.837,0.188,0.954,1.006,1.041,1.745,1.116,0.678,1.415
